ans,Hydrophilic,Flexibility,polarity,volume,hydrophobicity,RSA,SS,peptide,accessible surface
0,0.8328550749135771,0.9976358646895505,0.055251446135744245,115.18438708460987,0.5924363695653867,1.009118731036134,1.2140438294203375,4.1692915465132865,128.89770817419264
0,0.8322361961638977,1.0026214917360177,0.029526251936641636,112.99828187555066,0.5346610718619655,1.0016280168345761,1.222485853774754,4.127876490415478,125.47885552267789
0,0.8512886506375286,1.0072473613683899,-0.003697584263960739,113.65918045243143,0.3287778225345937,0.9861694578719081,1.2269445929187417,4.074885885791192,126.528323285087
0,0.8756897228591082,1.0107902225900516,-0.03794541291118225,116.41773910883434,0.024507972744529247,0.959462279739092,1.2218672150249932,4.044981395622708,130.4830606154888
1,0.9163316858864657,1.0149164691711634,-0.08547859007221578,119.98486014886667,-0.32917375905341,0.9368228488216668,1.2111769423703014,3.972061454141603,136.20330642502392
1,0.9734473148632611,1.01835247771663,-0.14842608112506694,127.8393855419918,-0.8226705695697649,0.9081382329879457,1.1972465311921097,3.9224296785104436,148.44795827574293
1,1.0152217388558227,1.017486008049309,-0.16180148448448603,137.0898281745495,-1.1396103381293743,0.8724183503003338,1.1712543965142945,3.905321003949834,162.23303925390712
1,1.0654612100458105,1.0176110605272002,-0.2026895294734193,146.6252340565914,-1.5375103260165537,0.8503620051825898,1.1506492291728998,3.903875780042857,176.86660361484073
1,1.0856030606617806,1.0155522511411663,-0.19735872002276525,154.8594476384174,-1.684239780763383,0.8275176097537005,1.1279886665923966,3.9264756619564554,189.0406598905637
1,1.0980344125957007,1.012557531086502,-0.18245624797740376,162.4507954963014,-1.7610238214087692,0.8026293216005842,1.111758681462075,3.9583122001104543,199.97415310571392
1,1.0924508317947208,1.010487768295873,-0.1554118707321893,166.90904812270125,-1.7222693086115621,0.8336683021816289,1.0976073631159897,3.9865571981635606,203.63535937251595
1,1.074863493891736,1.0083583669947382,-0.1294782942525868,167.48041198341875,-1.6091189125098622,0.8645940491913634,1.0985144235229034,4.019030637472468,201.7709543537877
1,1.0420268801310704,1.0060865669100791,-0.1045531655295504,164.0226151857766,-1.4540223634038394,0.9171564451428548,1.110721796075676,4.069343210432907,192.79564294374555
1,1.0222905803556266,1.007985967539301,-0.12703818931355088,159.1919344835855,-1.4584125534169432,0.9911294431711701,1.125006235488358,4.07572903350666,181.97781782986752
1,0.9927184662555181,1.0108738926111391,-0.15455147349946854,153.31041807899936,-1.4541599450743106,1.0683476422241382,1.1375519236107954,4.0953689910387805,169.49358946532726
1,0.966493835157958,1.018110452459119,-0.2257444872862587,145.9504512830616,-1.5590855171209035,1.1439665463706943,1.1485127460884035,4.086786154474231,156.45827688967265
1,0.955306297633602,1.026210894331947,-0.3235965755715472,139.97695160875367,-1.7653984970246086,1.1967325310535297,1.1520045286136016,4.070512553337241,147.7311826394544
1,0.9447514806703844,1.0348207229000348,-0.4299827350060869,137.40534163943462,-2.0151159372570917,1.2134693808598604,1.1448621335210862,4.083032032108908,146.0628052862635
1,0.9415693302542791,1.0407346268686588,-0.49515541173057487,137.7449280271938,-2.1481555989049235,1.190187149284698,1.128540491069428,4.0868012824673245,150.03279982166183
0,0.9561330482979562,1.0477744375969045,-0.5833725395552417,141.44181146529783,-2.395900621565127,1.1517788215437073,1.1069732331057112,4.084545773894022,160.25134570770865
0,0.9588717228149056,1.0478075623993288,-0.5778365484228384,146.92314871647537,-2.4327657513339576,1.0905938665482582,1.0751408697410991,4.106523268071649,172.02645350831634
0,0.9630462453066576,1.0438041281696766,-0.5284229653903435,153.31464827923563,-2.3566206318092826,1.0264395866522598,1.0475561061264895,4.134148366522093,184.04171449068122
0,0.9427741538716141,1.0348510186829047,-0.39805582441043924,157.94984448205594,-2.0025333756861095,0.9617026771277764,1.0248848115552396,4.172462279967938,191.59569667186852
1,0.9226988006060588,1.0221825711177768,-0.23908524257843727,162.7926114174632,-1.6253294421131432,0.8770445918123383,1.009383177554991,4.238862995284598,199.40462496478514
1,0.8899831540268076,1.0090118184194323,-0.06336264469495267,164.34924182970627,-1.148640819381623,0.8394858933705518,0.9973868885906619,4.281818847439771,199.89906167196648
1,0.8539597034192252,0.9966377805822341,0.10052086916604784,163.38985038245735,-0.6473542650543577,0.813652894467729,0.9963265310138264,4.327697608557476,196.98567697485544
